執照類別,核發執照字號,原領執照字號,變更設計次數,基地面積,建築面積,總樓地板面積,建築物高度,地下避難面積,法定空地面積,建造類別,構造別,地上層數,地下層數,棟數,戶數,起造人代表人,設計人,監造人,承造人,雜項工作物,停車空間,發照日期,實際開工日期,竣工日期,qtime,樓層概要,地號,門牌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
使用執照,107淡使字第00279號,104淡建字第00481號,0,874.93㎡,343.7㎡,1545.39㎡,16.5㎡,0㎡,531.23㎡,新建,鋼筋混凝土構造,5層,1層,5棟,5戶,元普建設股份有限公司負責人：藍士琦,沈伯Ｏ,沈伯Ｏ,國王營造股份有限公司,詳雜項工作物概要表。,法定7輛，獎勵0輛，自設0輛,107年07月30日,105年06月10日,107年02月20日,1070730,[樓層別:GL2棟，樓層高度:3.4ｍ，樓層面積:256.99㎡，樓層用途:停車空間、設備空間]，[樓層別:GL2棟，樓層高度:3.0ｍ，樓層面積:209.92㎡，樓層用途:H2住宅]，[樓層別:GL2棟，樓層高度:3.0ｍ，樓層面積:52.46㎡，樓層用途:H2住宅]，[樓層別:GL2棟，樓層高度:3.3ｍ，樓層面積:202.56㎡，樓層用途:H2住宅]，[樓層別:GL2棟，樓層高度:3.3ｍ，樓層面積:132.72㎡，樓層用途:H2住宅]，[樓層別:，樓層高度:3.3ｍ，樓層面積:124.97㎡，樓層用途:樓梯間、水箱]，[樓層別:GL1棟，樓層高度:3.0ｍ，樓層面積:132.67㎡，樓層用途:停車空間]，[樓層別:GL1棟，樓層高度:3.0ｍ，樓層面積:93.12㎡，樓層用途:H2住宅]，[樓層別:GL1棟，樓層高度:3.3ｍ，樓層面積:128.53㎡，樓層用途:H2住宅]，[樓層別:GL1棟，樓層高度:3.3ｍ，樓層面積:128.26㎡，樓層用途:H2住宅]，[樓層別:GL1棟，樓層高度:3.3ｍ，樓層面積:83.19㎡，樓層用途:H2住宅],[行政區:新北市淡水區，地段:馬偕段，地號母號:0112，地號子號:0000]，[行政區:新北市淡水區，地段:馬偕段，地號母號:0120，地號子號:0000]，[行政區:新北市淡水區，地段:馬偕段，地號母號:0121，地號子號:0000],[戶號:E，行政區:新北市淡水區，村里鄰:民生里，路街段巷弄:民權路3巷，號:22號，樓:]，[戶號:D，行政區:新北市淡水區，村里鄰:民生里，路街段巷弄:民權路3巷，號:26號，樓:]，[戶號:C，行政區:新北市淡水區，村里鄰:民生里，路街段巷弄:民權路3巷，號:28號，樓:]，[戶號:B，行政區:新北市淡水區，村里鄰:民生里，路街段巷弄:民權路3巷，號:30號，樓:]，[戶號:A，行政區:新北市淡水區，村里鄰:民生里，路街段巷弄:民權路3巷，號:32號，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
使用執照,107店使字第00280號,103店建字第00661號,0,74.6㎡,55.82000000000001㎡,468.82㎡,25.45㎡,58.32㎡,18.78㎡,新建,鋼筋混凝土構造,7層,1層,1棟,1戶,陳美Ｏ,邱進Ｏ,邱進Ｏ,恒昇營造股份有限公司,未變動。(排水溝28.75m，挖方341.36m3),法定0輛，獎勵0輛，自設0輛,107年07月30日,104年08月14日,107年01月25日,1070730,[樓層別:1棟，樓層高度:3.0ｍ，樓層面積:62.01㎡，樓層用途:防空避難設備]，[樓層別:1棟，樓層高度:4.2ｍ，樓層面積:61.24㎡，樓層用途:H2住宅、停車空間、騎樓]，[樓層別:1棟，樓層高度:3.5ｍ，樓層面積:55.73㎡，樓層用途:H2住宅]，[樓層別:1棟，樓層高度:3.5ｍ，樓層面積:55.73㎡，樓層用途:H2住宅]，[樓層別:1棟，樓層高度:3.5ｍ，樓層面積:55.73㎡，樓層用途:H2住宅]，[樓層別:1棟，樓層高度:3.5ｍ，樓層面積:55.73㎡，樓層用途:H2住宅]，[樓層別:1棟，樓層高度:3.5ｍ，樓層面積:55.73㎡，樓層用途:H2住宅]，[樓層別:1棟，樓層高度:3.5ｍ，樓層面積:32.24㎡，樓層用途:H2住宅]，[樓層別:1棟，樓層高度:3.0ｍ，樓層面積:24.96㎡，樓層用途:機械室]，[樓層別:1棟，樓層高度:3.0ｍ，樓層面積:9.72㎡，樓層用途:機械室、蓄水池],[行政區:新北市新店區，地段:碧潭段，地號母號:0134，地號子號:0000],[行政區:新北市新店區，村里鄰:張南里4鄰，路街段巷弄:文中路，號:10號，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
使用執照,107重使字第00281號,105重建字第00145號,0,533.43㎡,153.34㎡,153.34㎡,7.7㎡,0㎡,380.09㎡,新建,鋼骨構造,1層,0層,1棟,1戶,林阿Ｏ,林木Ｏ,林木Ｏ,瑞奇營造有限公司,,法定1輛，獎勵0輛，自設0輛,107年07月30日,105年08月18日,106年09月08日,1070730,[樓層別:，樓層高度:7.7ｍ，樓層面積:153.34㎡，樓層用途:H2住宅],[行政區:新北市三重區，地段:三重段，地號母號:0168，地號子號:0000],[行政區:新北市三重區，村里鄰:田安里34鄰，路街段巷弄:忠孝路三段，號:158號，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
使用執照,107莊使字第00356號,103莊建字第00702號,0,635.11㎡,317.43㎡,4184.48㎡,36.4㎡,740.62㎡,317.68㎡,新建,鋼筋混凝土構造,11層,2層,1棟,60戶,綺曜建設股份有限公司代表人：張嘉慶,王兆Ｏ,王兆Ｏ,地樺營造事業股份有限公司,,法定19輛，獎勵0輛，自設8輛,107年09月21日,104年07月13日,107年04月28日,1070921,[樓層別:，樓層高度:6.3ｍ，樓層面積:370.31㎡，樓層用途:防空避難室兼停車空間]，[樓層別:，樓層高度:3.35ｍ，樓層面積:370.31㎡，樓層用途:防空避難室兼停車空間]，[樓層別:，樓層高度:4.2ｍ，樓層面積:315.88㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:304.83㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:304.83㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:304.83㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:304.83㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:304.83㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:304.83㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:304.83㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:304.83㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:304.83㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:274.56㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:4.85ｍ，樓層面積:36.65㎡，樓層用途:樓梯間.機房]，[樓層別:，樓層高度:2.5ｍ，樓層面積:36.65㎡，樓層用途:樓梯間.機械室.機房]，[樓層別:，樓層高度:1.65ｍ，樓層面積:36.65㎡，樓層用途:水箱],[行政區:新北市新莊區，地段:中誠段，地號母號:0807，地號子號:0000],[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:28號，樓:2樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:28號，樓:3樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:28號，樓:4樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:28號，樓:5樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:28號，樓:6樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:28號，樓:7樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:28號，樓:8樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:28號，樓:9樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:28號，樓:10樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:28號，樓:11樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:26號，樓:2樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:26號，樓:3樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:26號，樓:4樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:26號，樓:5樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:26號，樓:6樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:26號，樓:7樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:26號，樓:8樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:26號，樓:9樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:26號，樓:10樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:26號，樓:11樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:22號，樓:2樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:22號，樓:3樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:22號，樓:4樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:22號，樓:5樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:22號，樓:6樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:22號，樓:7樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:22號，樓:8樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:22號，樓:9樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:22號，樓:10樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:22號，樓:11樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:20號，樓:2樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:20號，樓:3樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:20號，樓:4樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:20號，樓:5樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:20號，樓:6樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:20號，樓:7樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:20號，樓:8樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:20號，樓:9樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:20號，樓:10樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:20號，樓:11樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:18號，樓:2樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:18號，樓:3樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:18號，樓:4樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:18號，樓:5樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:18號，樓:6樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:18號，樓:7樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:18號，樓:8樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:18號，樓:9樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:18號，樓:10樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:18號，樓:11樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:16號，樓:2樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:16號，樓:3樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:16號，樓:4樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:16號，樓:5樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:16號，樓:6樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:16號，樓:7樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:16號，樓:8樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:16號，樓:9樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:16號，樓:10樓]，[行政區:新北市新莊區，村里鄰:中宏里13鄰，路街段巷弄:中平路152巷47弄，號:16號，樓:11樓],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
使用執照,107芝使字第00076號,,0,352.24㎡,131.95㎡,131.95㎡,6.58㎡,0㎡,220.29㎡,新建,加強磚構造,1層,0層,1棟,1戶,智成Ｏ,,,,,法定0輛，獎勵0輛，自設0輛,107年03月02日,,1936年7月28日,1070302,[樓層別:，樓層高度:6.58ｍ，樓層面積:131.95㎡，樓層用途:E1廟宇],[行政區:新北市三芝區，地段:錫板段海尾小段，地號母號:0108，地號子號:0001]，[行政區:新北市三芝區，地段:錫板段海尾小段，地號母號:0022，地號子號:0001],[行政區:新北市三芝區，路街段巷弄:海尾，號:17號，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
使用執照,107林使字第00077號,104林建字第00630號,0,270.02㎡,122.58㎡,163.35㎡,7.2㎡,0㎡,147.44㎡,新建,鋼骨構造,2層,0層,1棟,1戶,黃世Ｏ,簡銘Ｏ,簡銘Ｏ,煌盛營造有限公司,排水溝L：53m圍牆H：2mL：38.2m,法定1輛，獎勵0輛，自設0輛,107年03月02日,105年06月29日,106年12月05日,1070302,[樓層別:A棟，樓層高度:3.6ｍ，樓層面積:122.58㎡，樓層用途:H2住宅]，[樓層別:A棟，樓層高度:3.6ｍ，樓層面積:40.77㎡，樓層用途:H2住宅],[行政區:新北市林口區，地段:麗林段，地號母號:0838，地號子號:0000],[行政區:新北市林口區，村里鄰:湖南里29鄰，路街段巷弄:文林二街，號:57號，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
使用執照,107林使字第00078號,104林建字第00265號,0,348.12㎡,155.45㎡,804.43㎡,13.35㎡,0㎡,192.67㎡,新建,鋼筋混凝土構造,4層,1層,1棟,4戶,順德利開發有限公司負責人:張堅信,黃亮Ｏ,黃亮Ｏ,曜譽營造有限公司,擋土牆長度4.12+0.8+4.515=9.435m工程造價43401元,法定5輛，獎勵0輛，自設2輛,107年03月02日,105年02月25日,106年12月07日,1070302,[樓層別:，樓層高度:3.8ｍ，樓層面積:163.32㎡，樓層用途:機械室、停車空間]，[樓層別:，樓層高度:3.6ｍ，樓層面積:155.45㎡，樓層用途:G3日用品零售或服務業]，[樓層別:，樓層高度:3.2ｍ，樓層面積:155.45㎡，樓層用途:G2事務所及工商服務業]，[樓層別:，樓層高度:3.2ｍ，樓層面積:155.45㎡，樓層用途:G2事務所及工商服務業]，[樓層別:，樓層高度:3.2ｍ，樓層面積:128.92㎡，樓層用途:G2事務所及工商服務業]，[樓層別:，樓層高度:3.0ｍ，樓層面積:22.92㎡，樓層用途:樓梯間]，[樓層別:，樓層高度:2.5ｍ，樓層面積:22.92㎡，樓層用途:水箱],[行政區:新北市林口區，地段:行政段，地號母號:0648，地號子號:0000],[行政區:新北市林口區，村里鄰:西林里011鄰，路街段巷弄:仁愛路二段6巷，號:8號，樓:]，[行政區:新北市林口區，村里鄰:西林里011鄰，路街段巷弄:仁愛路二段6巷，號:8號，樓:2樓]，[行政區:新北市林口區，村里鄰:西林里011鄰，路街段巷弄:仁愛路二段6巷，號:8號，樓:3樓]，[行政區:新北市林口區，村里鄰:西林里011鄰，路街段巷弄:仁愛路二段6巷，號:8號，樓:4樓],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
使用執照,107峽使字第00079號,105峽建字第00204號,0,222.75㎡,132.11㎡,412.83㎡,10.66㎡,0㎡,90.64㎡,新建,鋼筋混凝土構造,3層,0層,1棟,3戶,徐珮Ｏ,黃瑞Ｏ,黃瑞Ｏ,晨鑫營造股份有限公司,,法定3輛，獎勵0輛，自設0輛,107年03月02日,105年12月21日,106年10月25日,1070302,[樓層別:，樓層高度:3.42ｍ，樓層面積:130.98㎡，樓層用途:H2集合住宅,停車空間]，[樓層別:，樓層高度:3.42ｍ，樓層面積:130.98㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.42ｍ，樓層面積:130.98㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:4.1ｍ，樓層面積:19.89㎡，樓層用途:樓梯間,機械室],[行政區:新北市三峽區，地段:佳興段，地號母號:0186，地號子號:0000],[戶號:地上1層，行政區:新北市三峽區，村里鄰:溪北里14鄰，路街段巷弄:橫溪路130巷，號:25號，樓:]，[戶號:地上2層，行政區:新北市三峽區，村里鄰:溪北里14鄰，路街段巷弄:橫溪路130巷，號:25號，樓:2樓]，[戶號:地上3層，行政區:新北市三峽區，村里鄰:溪北里14鄰，路街段巷弄:橫溪路130巷，號:25號，樓:3樓],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
使用執照,107店使字第00080號,102店建字第00172號,0,371.0㎡,105.77㎡,32.25㎡,13.4㎡,0.0㎡,264.92㎡,增建,鋼骨構造,3層,1層,1棟,1戶,宋哲Ｏ,林平Ｏ,林平Ｏ,五昌營造有限公司,,法定2輛，獎勵0輛，自設0輛,107年03月02日,102年07月12日,104年04月10日,1070302,[樓層別:，樓層高度:3.4ｍ，樓層面積:6.38㎡，樓層用途:H2住宅]，[樓層別:，樓層高度:3.6ｍ，樓層面積:25.87㎡，樓層用途:H2住宅],[行政區:新北市新店區，地段:安坑段下五十六分小段，地號母號:0112，地號子號:0117],[行政區:新北市新店區，路街段巷弄:頂城五街55巷，號:22號，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
使用執照,107峽使字第00357號,105峽建字第00220號,0,598.0㎡,224.82㎡,688.82㎡,10.9㎡,0㎡,373.18㎡,新建,鋼筋混凝土構造,3層,0層,1棟,1戶,陳玉Ｏ,林平Ｏ,林平Ｏ,欣漢營造有限公司,,法定2輛，獎勵0輛，自設0輛,107年09月21日,106年01月04日,106年10月24日,1070921,[樓層別:，樓層高度:3.4ｍ，樓層面積:220.98㎡，樓層用途:H2住宅]，[樓層別:，樓層高度:3.4ｍ，樓層面積:224.82㎡，樓層用途:H2住宅]，[樓層別:，樓層高度:3.4ｍ，樓層面積:224.82㎡，樓層用途:H2住宅]，[樓層別:，樓層高度:4.1ｍ，樓層面積:18.2㎡，樓層用途:樓梯間],[行政區:新北市三峽區，地段:十三添段十三添小段，地號母號:0005，地號子號:0018]，[行政區:新北市三峽區，地段:十三添段十三添小段，地號母號:0005，地號子號:0020]，[行政區:新北市三峽區，地段:十三添段十三添小段，地號母號:0006，地號子號:0010]，[行政區:新北市三峽區，地段:十三添段十三添小段，地號母號:0006，地號子號:0011],[行政區:新北市三峽區，村里鄰:嘉添里20鄰，路街段巷弄:白雞，號:44-12號，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
