執照類別,核發執照字號,原領執照字號,變更設計次數,基地面積,建築面積,總樓地板面積,建築物高度,地下避難面積,法定空地面積,建造類別,構造別,地上層數,地下層數,棟數,戶數,起造人代表人,設計人,監造人,承造人,雜項工作物,停車空間,發照日期,實際開工日期,竣工日期,qtime,樓層概要,地號,門牌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
建造執照,107店建字第00016-01號,,1,81.07㎡,59.160000000000004㎡,539.88㎡,25.9㎡,59.16㎡,21.91㎡,新建,鋼筋混凝土構造,7層,1層,1棟,7戶,簡楷Ｏ,郭至Ｏ,,,挖方318.75M3,法定0輛，獎勵0輛，自設0輛,107年05月22日,,,1070522,[樓層別:1棟，樓層高度:3.2ｍ，樓層面積:59.16㎡，樓層用途:防空避難室]，[樓層別:1棟，樓層高度:4.2ｍ，樓層面積:59.16㎡，樓層用途:G2一般事務所,騎樓]，[樓層別:1棟，樓層高度:3.6ｍ，樓層面積:57.9㎡，樓層用途:G2一般事務所]，[樓層別:1棟，樓層高度:3.6ｍ，樓層面積:57.9㎡，樓層用途:G2一般事務所]，[樓層別:1棟，樓層高度:3.6ｍ，樓層面積:57.9㎡，樓層用途:G2一般事務所]，[樓層別:1棟，樓層高度:3.6ｍ，樓層面積:57.9㎡，樓層用途:G2一般事務所]，[樓層別:1棟，樓層高度:3.6ｍ，樓層面積:57.9㎡，樓層用途:G2一般事務所]，[樓層別:1棟，樓層高度:3.6ｍ，樓層面積:57.9㎡，樓層用途:G2一般事務所]，[樓層別:1棟，樓層高度:3.0ｍ，樓層面積:24.72㎡，樓層用途:電梯間、機械室、樓梯間]，[樓層別:1棟，樓層高度:3.0ｍ，樓層面積:24.72㎡，樓層用途:樓梯間、電梯間、機械室]，[樓層別:1棟，樓層高度:2.9ｍ，樓層面積:24.72㎡，樓層用途:蓄水池、機械室、樓梯間],[行政區:新北市新店區，地段:碧潭段，地號母號:0052，地號子號:0000],[戶號:1，路街段巷弄:，號:，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
建造執照,107樹建字第00065-01號,,1,317.23㎡,186.44㎡,831.69㎡,21.71㎡,0㎡,130.79㎡,新建,鋼骨構造,4層,0層,1棟,1戶,楊崇Ｏ,陳文Ｏ,,,排水溝:65.32m深度:60cm構造別:RC,法定1輛，獎勵0輛，自設0輛,107年05月22日,,,1070522,[樓層別:，樓層高度:7.0ｍ，樓層面積:186.44㎡，樓層用途:C2倉庫,停車空間]，[樓層別:，樓層高度:3.4ｍ，樓層面積:61.95㎡，樓層用途:機電設備空間]，[樓層別:，樓層高度:7.0ｍ，樓層面積:186.44㎡，樓層用途:C2作業廠房]，[樓層別:，樓層高度:3.8ｍ，樓層面積:186.44㎡，樓層用途:C2作業廠房]，[樓層別:，樓層高度:3.8ｍ，樓層面積:135.78㎡，樓層用途:C2作業廠房附屬辦公室]，[樓層別:，樓層高度:3.0ｍ，樓層面積:24.88㎡，樓層用途:樓梯間]，[樓層別:，樓層高度:3.0ｍ，樓層面積:24.88㎡，樓層用途:樓梯間,水箱]，[樓層別:，樓層高度:3.0ｍ，樓層面積:24.88㎡，樓層用途:樓梯間,機械室],[行政區:新北市樹林區，地段:圳生段，地號母號:0844，地號子號:0000],[路街段巷弄:，號:，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
建造執照,107蘆建字第00232號,,0,473.18㎡,256.87㎡,1373.32㎡,23.05㎡,0㎡,216.31㎡,新建,鋼筋混凝土構造,7層,0層,1棟,18戶,吉永發建設股份有限公司負責人:林有泰,葉日Ｏ,葉日Ｏ,豪豐營造股份有限公司,圍牆高度:2M長度:36.3M水溝長:68.35M,法定5輛，獎勵0輛，自設1輛,107年05月22日,108年02月27日,,1070522,[樓層別:，樓層高度:3.6ｍ，樓層面積:46.34㎡，樓層用途:騎樓]，[樓層別:，樓層高度:3.6ｍ，樓層面積:203.99㎡，樓層用途:停車空間]，[樓層別:，樓層高度:3.2ｍ，樓層面積:178.34㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:175.81㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:175.81㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:175.81㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:175.81㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:175.81㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:4.75ｍ，樓層面積:24.87㎡，樓層用途:樓電梯間]，[樓層別:，樓層高度:2.45ｍ，樓層面積:24.87㎡，樓層用途:機房]，[樓層別:，樓層高度:1.8ｍ，樓層面積:15.86㎡，樓層用途:水箱],[行政區:新北市蘆洲區，地段:正義段，地號母號:0743，地號子號:0000],[路街段巷弄:，號:，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
建造執照,107蘆建字第00232號,,0,473.18㎡,256.87㎡,1373.32㎡,23.05㎡,0㎡,216.31㎡,新建,鋼筋混凝土構造,7層,0層,1棟,18戶,吉永發建設股份有限公司負責人:林有泰,葉日Ｏ,葉日Ｏ,豪豐營造股份有限公司,圍牆高度:2M長度:36.3M水溝長:68.35M,法定5輛，獎勵0輛，自設1輛,107年05月22日,108年02月27日,,1070522,[樓層別:，樓層高度:3.6ｍ，樓層面積:46.34㎡，樓層用途:騎樓]，[樓層別:，樓層高度:3.6ｍ，樓層面積:203.99㎡，樓層用途:停車空間]，[樓層別:，樓層高度:3.2ｍ，樓層面積:178.34㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:175.81㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:175.81㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:175.81㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:175.81㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:175.81㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:4.75ｍ，樓層面積:24.87㎡，樓層用途:樓電梯間]，[樓層別:，樓層高度:2.45ｍ，樓層面積:24.87㎡，樓層用途:機房]，[樓層別:，樓層高度:1.8ｍ，樓層面積:15.86㎡，樓層用途:水箱],[行政區:新北市蘆洲區，地段:正義段，地號母號:0743，地號子號:0000],[路街段巷弄:，號:，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
建造執照,107蘆建字第00232號,,0,473.18㎡,256.87㎡,1373.32㎡,23.05㎡,0㎡,216.31㎡,新建,鋼筋混凝土構造,7層,0層,1棟,18戶,吉永發建設股份有限公司負責人:林有泰,葉日Ｏ,葉日Ｏ,豪豐營造股份有限公司,圍牆高度:2M長度:36.3M水溝長:68.35M,法定5輛，獎勵0輛，自設1輛,107年05月22日,108年02月27日,,1070522,[樓層別:，樓層高度:3.6ｍ，樓層面積:46.34㎡，樓層用途:騎樓]，[樓層別:，樓層高度:3.6ｍ，樓層面積:203.99㎡，樓層用途:停車空間]，[樓層別:，樓層高度:3.2ｍ，樓層面積:178.34㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:175.81㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:175.81㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:175.81㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:175.81㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:175.81㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:4.75ｍ，樓層面積:24.87㎡，樓層用途:樓電梯間]，[樓層別:，樓層高度:2.45ｍ，樓層面積:24.87㎡，樓層用途:機房]，[樓層別:，樓層高度:1.8ｍ，樓層面積:15.86㎡，樓層用途:水箱],[行政區:新北市蘆洲區，地段:正義段，地號母號:0743，地號子號:0000],[路街段巷弄:，號:，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
建造執照,107蘆建字第00232號,,0,473.18㎡,256.87㎡,1373.32㎡,23.05㎡,0㎡,216.31㎡,新建,鋼筋混凝土構造,7層,0層,1棟,18戶,吉永發建設股份有限公司負責人:林有泰,葉日Ｏ,葉日Ｏ,豪豐營造股份有限公司,圍牆高度:2M長度:36.3M水溝長:68.35M,法定5輛，獎勵0輛，自設1輛,107年05月22日,108年02月27日,,1070522,[樓層別:，樓層高度:3.6ｍ，樓層面積:46.34㎡，樓層用途:騎樓]，[樓層別:，樓層高度:3.6ｍ，樓層面積:203.99㎡，樓層用途:停車空間]，[樓層別:，樓層高度:3.2ｍ，樓層面積:178.34㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:175.81㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:175.81㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:175.81㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:175.81㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.2ｍ，樓層面積:175.81㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:4.75ｍ，樓層面積:24.87㎡，樓層用途:樓電梯間]，[樓層別:，樓層高度:2.45ｍ，樓層面積:24.87㎡，樓層用途:機房]，[樓層別:，樓層高度:1.8ｍ，樓層面積:15.86㎡，樓層用途:水箱],[行政區:新北市蘆洲區，地段:正義段，地號母號:0743，地號子號:0000],[路街段巷弄:，號:，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
建造執照,105鶯建字第00004-03號,,3,4356.82㎡,1974.3㎡,23942.67㎡,36.0㎡,2553.22㎡,2178.41㎡,新建,鋼筋混凝土構造,11層,3層,3棟,198戶,臺灣新光商業銀行股份有限公司負責人：李增昌,蕭家Ｏ,蕭家Ｏ,宜佳營造工程有限公司,詳附表,法定198輛，獎勵0輛，自設0輛,107年07月18日,,,1070718,[樓層別:，樓層高度:3.0ｍ，樓層面積:2553.22㎡，樓層用途:停車空間]，[樓層別:，樓層高度:3.0ｍ，樓層面積:2553.22㎡，樓層用途:停車空間]，[樓層別:，樓層高度:3.2ｍ，樓層面積:2553.22㎡，樓層用途:防空避難室兼停車空間]，[樓層別:A~C棟，樓層高度:5.7ｍ，樓層面積:1882.26㎡，樓層用途:G3店舖、門廳]，[樓層別:A棟，樓層高度:2.6ｍ，樓層面積:40.83㎡，樓層用途:G3店舖]，[樓層別:B棟，樓層高度:2.7ｍ，樓層面積:121.69㎡，樓層用途:G3店舖]，[樓層別:C棟，樓層高度:2.7ｍ，樓層面積:114.29㎡，樓層用途:G3店舖]，[樓層別:A棟，樓層高度:3.4ｍ，樓層面積:568.53㎡，樓層用途:H2集合住宅、供管委會使用空間]，[樓層別:B棟，樓層高度:3.0ｍ，樓層面積:497.45㎡，樓層用途:H2集合住宅]，[樓層別:C棟，樓層高度:3.0ｍ，樓層面積:374.85㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:4.5ｍ，樓層面積:246.48㎡，樓層用途:梯間,機電設備空間]，[樓層別:，樓層高度:3.4ｍ，樓層面積:179.62㎡，樓層用途:機電設備空間,水箱],[行政區:新北市鶯歌區，地段:鳳鳴段，地號母號:0070，地號子號:0000],[行政區:新北市鶯歌區，路街段巷弄:，號:，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
建造執照,105鶯建字第00004-03號,,3,4356.82㎡,1974.3㎡,23942.67㎡,36.0㎡,2553.22㎡,2178.41㎡,新建,鋼筋混凝土構造,11層,3層,3棟,198戶,臺灣新光商業銀行股份有限公司負責人：李增昌,蕭家Ｏ,黃Ｏ,宜佳營造工程有限公司,詳附表,法定198輛，獎勵0輛，自設0輛,107年07月18日,,,1070718,[樓層別:，樓層高度:3.0ｍ，樓層面積:2553.22㎡，樓層用途:停車空間]，[樓層別:，樓層高度:3.0ｍ，樓層面積:2553.22㎡，樓層用途:停車空間]，[樓層別:，樓層高度:3.2ｍ，樓層面積:2553.22㎡，樓層用途:防空避難室兼停車空間]，[樓層別:A~C棟，樓層高度:5.7ｍ，樓層面積:1882.26㎡，樓層用途:G3店舖、門廳]，[樓層別:A棟，樓層高度:2.6ｍ，樓層面積:40.83㎡，樓層用途:G3店舖]，[樓層別:B棟，樓層高度:2.7ｍ，樓層面積:121.69㎡，樓層用途:G3店舖]，[樓層別:C棟，樓層高度:2.7ｍ，樓層面積:114.29㎡，樓層用途:G3店舖]，[樓層別:A棟，樓層高度:3.4ｍ，樓層面積:568.53㎡，樓層用途:H2集合住宅、供管委會使用空間]，[樓層別:B棟，樓層高度:3.0ｍ，樓層面積:497.45㎡，樓層用途:H2集合住宅]，[樓層別:C棟，樓層高度:3.0ｍ，樓層面積:374.85㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:4.5ｍ，樓層面積:246.48㎡，樓層用途:梯間,機電設備空間]，[樓層別:，樓層高度:3.4ｍ，樓層面積:179.62㎡，樓層用途:機電設備空間,水箱],[行政區:新北市鶯歌區，地段:鳳鳴段，地號母號:0070，地號子號:0000],[行政區:新北市鶯歌區，路街段巷弄:，號:，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
建造執照,105鶯建字第00004-03號,,3,4356.82㎡,1974.3㎡,23942.67㎡,36.0㎡,2553.22㎡,2178.41㎡,新建,鋼筋混凝土構造,11層,3層,3棟,198戶,臺灣新光商業銀行股份有限公司負責人：李增昌,黃Ｏ,蕭家Ｏ,宜佳營造工程有限公司,詳附表,法定198輛，獎勵0輛，自設0輛,107年07月18日,,,1070718,[樓層別:，樓層高度:3.0ｍ，樓層面積:2553.22㎡，樓層用途:停車空間]，[樓層別:，樓層高度:3.0ｍ，樓層面積:2553.22㎡，樓層用途:停車空間]，[樓層別:，樓層高度:3.2ｍ，樓層面積:2553.22㎡，樓層用途:防空避難室兼停車空間]，[樓層別:A~C棟，樓層高度:5.7ｍ，樓層面積:1882.26㎡，樓層用途:G3店舖、門廳]，[樓層別:A棟，樓層高度:2.6ｍ，樓層面積:40.83㎡，樓層用途:G3店舖]，[樓層別:B棟，樓層高度:2.7ｍ，樓層面積:121.69㎡，樓層用途:G3店舖]，[樓層別:C棟，樓層高度:2.7ｍ，樓層面積:114.29㎡，樓層用途:G3店舖]，[樓層別:A棟，樓層高度:3.4ｍ，樓層面積:568.53㎡，樓層用途:H2集合住宅、供管委會使用空間]，[樓層別:B棟，樓層高度:3.0ｍ，樓層面積:497.45㎡，樓層用途:H2集合住宅]，[樓層別:C棟，樓層高度:3.0ｍ，樓層面積:374.85㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:4.5ｍ，樓層面積:246.48㎡，樓層用途:梯間,機電設備空間]，[樓層別:，樓層高度:3.4ｍ，樓層面積:179.62㎡，樓層用途:機電設備空間,水箱],[行政區:新北市鶯歌區，地段:鳳鳴段，地號母號:0070，地號子號:0000],[行政區:新北市鶯歌區，路街段巷弄:，號:，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
建造執照,105鶯建字第00004-03號,,3,4356.82㎡,1974.3㎡,23942.67㎡,36.0㎡,2553.22㎡,2178.41㎡,新建,鋼筋混凝土構造,11層,3層,3棟,198戶,臺灣新光商業銀行股份有限公司負責人：李增昌,黃Ｏ,黃Ｏ,宜佳營造工程有限公司,詳附表,法定198輛，獎勵0輛，自設0輛,107年07月18日,,,1070718,[樓層別:，樓層高度:3.0ｍ，樓層面積:2553.22㎡，樓層用途:停車空間]，[樓層別:，樓層高度:3.0ｍ，樓層面積:2553.22㎡，樓層用途:停車空間]，[樓層別:，樓層高度:3.2ｍ，樓層面積:2553.22㎡，樓層用途:防空避難室兼停車空間]，[樓層別:A~C棟，樓層高度:5.7ｍ，樓層面積:1882.26㎡，樓層用途:G3店舖、門廳]，[樓層別:A棟，樓層高度:2.6ｍ，樓層面積:40.83㎡，樓層用途:G3店舖]，[樓層別:B棟，樓層高度:2.7ｍ，樓層面積:121.69㎡，樓層用途:G3店舖]，[樓層別:C棟，樓層高度:2.7ｍ，樓層面積:114.29㎡，樓層用途:G3店舖]，[樓層別:A棟，樓層高度:3.4ｍ，樓層面積:568.53㎡，樓層用途:H2集合住宅、供管委會使用空間]，[樓層別:B棟，樓層高度:3.0ｍ，樓層面積:497.45㎡，樓層用途:H2集合住宅]，[樓層別:C棟，樓層高度:3.0ｍ，樓層面積:374.85㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:3.0ｍ，樓層面積:1361.89㎡，樓層用途:H2集合住宅]，[樓層別:，樓層高度:4.5ｍ，樓層面積:246.48㎡，樓層用途:梯間,機電設備空間]，[樓層別:，樓層高度:3.4ｍ，樓層面積:179.62㎡，樓層用途:機電設備空間,水箱],[行政區:新北市鶯歌區，地段:鳳鳴段，地號母號:0070，地號子號:0000],[行政區:新北市鶯歌區，路街段巷弄:，號:，樓:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
